participant_age,participant_number,response_id,response__uuid,age_range,rounded_age,age_float,gender,lan_spoken,scenario_order,fault_order,cause_order,gender_order,question,full_response
5,16,233561,83b99f8f-0521-4d3c-8eb8-8c9d5ca11d30,1826-2191,2130,5.8356,m,en,fence_first,fault_second,cause_first,girl,lexical,andy
5,16,233561,83b99f8f-0521-4d3c-8eb8-8c9d5ca11d30,1826-2191,2130,5.8356,m,en,fence_first,fault_second,cause_first,girl,fault,"the boy's fault, andy"
5,16,233561,83b99f8f-0521-4d3c-8eb8-8c9d5ca11d30,1826-2191,2130,5.8356,m,en,fence_first,fault_second,cause_first,boy,cause,bobby
5,16,233561,83b99f8f-0521-4d3c-8eb8-8c9d5ca11d30,1826-2191,2130,5.8356,m,en,fence_first,fault_second,cause_first,boy,lexical,sophia
5,16,233561,83b99f8f-0521-4d3c-8eb8-8c9d5ca11d30,1826-2191,2130,5.8356,m,en,fence_first,fault_second,cause_first,boy,fault,bobby
5,17,235095,7cf18b06-65d8-4936-b5fe-ef6026728ab8,1826-2191,1890,5.1781,f,en,fence_first,fault_second,cause_first,boy,cause,andy
5,17,235095,7cf18b06-65d8-4936-b5fe-ef6026728ab8,1826-2191,1890,5.1781,f,en,fence_first,fault_second,cause_first,boy,lexical,suzy
5,17,235095,7cf18b06-65d8-4936-b5fe-ef6026728ab8,1826-2191,1890,5.1781,f,en,fence_first,fault_second,cause_first,boy,fault,andy
5,17,235095,7cf18b06-65d8-4936-b5fe-ef6026728ab8,1826-2191,1890,5.1781,f,en,fence_first,fault_second,cause_first,girl,cause,bobby
5,17,235095,7cf18b06-65d8-4936-b5fe-ef6026728ab8,1826-2191,1890,5.1781,f,en,fence_first,fault_second,cause_first,girl,lexical,bobby
5,17,235095,7cf18b06-65d8-4936-b5fe-ef6026728ab8,1826-2191,1890,5.1781,f,en,fence_first,fault_second,cause_first,girl,fault,bobby
5,18,234546,4a6c4161-a859-40be-9c79-d93d300e417d,1826-2191,1920,5.2603,m,en,fence_second,fault_second,cause_first,girl,cause,sophia
5,18,234546,4a6c4161-a859-40be-9c79-d93d300e417d,1826-2191,1920,5.2603,m,en,fence_second,fault_second,cause_first,girl,lexical,sophia
5,18,234546,4a6c4161-a859-40be-9c79-d93d300e417d,1826-2191,1920,5.2603,m,en,fence_second,fault_second,cause_first,girl,fault,bobby
5,18,234546,4a6c4161-a859-40be-9c79-d93d300e417d,1826-2191,1920,5.2603,m,en,fence_second,fault_second,cause_first,boy,cause,suzy
5,18,234546,4a6c4161-a859-40be-9c79-d93d300e417d,1826-2191,1920,5.2603,m,en,fence_second,fault_second,cause_first,boy,lexical,suzy
5,18,234546,4a6c4161-a859-40be-9c79-d93d300e417d,1826-2191,1920,5.2603,m,en,fence_second,fault_second,cause_first,boy,fault,suzy
5,19,234436,2ed98c21-18c6-4a2d-b5fa-00f8aef732e7,1826-2191,2040,5.589,f,en,fence_second,fault_second,cause_first,girl,cause,bobby
5,19,234436,2ed98c21-18c6-4a2d-b5fa-00f8aef732e7,1826-2191,2040,5.589,f,en,fence_second,fault_second,cause_first,girl,lexical,bobby
5,19,234436,2ed98c21-18c6-4a2d-b5fa-00f8aef732e7,1826-2191,2040,5.589,f,en,fence_second,fault_second,cause_first,girl,fault,bobby
5,19,234436,2ed98c21-18c6-4a2d-b5fa-00f8aef732e7,1826-2191,2040,5.589,f,en,fence_second,fault_second,cause_first,boy,cause,andy
5,19,234436,2ed98c21-18c6-4a2d-b5fa-00f8aef732e7,1826-2191,2040,5.589,f,en,fence_second,fault_second,cause_first,boy,lexical,suzy
5,19,234436,2ed98c21-18c6-4a2d-b5fa-00f8aef732e7,1826-2191,2040,5.589,f,en,fence_second,fault_second,cause_first,boy,fault,andy
5,20,234789,d2dc92ff-96bd-4846-a9db-2ee61bf0fa3c,1826-2191,2070,5.6712,f,en es,fence_first,fault_second,cause_first,girl,cause,suzy
5,20,234789,d2dc92ff-96bd-4846-a9db-2ee61bf0fa3c,1826-2191,2070,5.6712,f,en es,fence_first,fault_second,cause_first,girl,lexical,andy
5,20,234789,d2dc92ff-96bd-4846-a9db-2ee61bf0fa3c,1826-2191,2070,5.6712,f,en es,fence_first,fault_second,cause_first,girl,fault,suzy's
5,20,234789,d2dc92ff-96bd-4846-a9db-2ee61bf0fa3c,1826-2191,2070,5.6712,f,en es,fence_first,fault_second,cause_first,boy,cause,bobby
5,20,234789,d2dc92ff-96bd-4846-a9db-2ee61bf0fa3c,1826-2191,2070,5.6712,f,en es,fence_first,fault_second,cause_first,boy,lexical,sophia
5,20,234789,d2dc92ff-96bd-4846-a9db-2ee61bf0fa3c,1826-2191,2070,5.6712,f,en es,fence_first,fault_second,cause_first,boy,fault,bobby's
5,21,235105,195eee21-2453-405b-893d-357e53c23b07,1826-2191,2190,6,m,en ro so tr,fence_second,fault_second,cause_first,girl,cause,sophia
5,21,235105,195eee21-2453-405b-893d-357e53c23b07,1826-2191,2190,6,m,en ro so tr,fence_second,fault_second,cause_first,girl,lexical,bobby
5,21,235105,195eee21-2453-405b-893d-357e53c23b07,1826-2191,2190,6,m,en ro so tr,fence_second,fault_second,cause_first,girl,fault,sophia
5,21,235105,195eee21-2453-405b-893d-357e53c23b07,1826-2191,2190,6,m,en ro so tr,fence_second,fault_second,cause_first,boy,cause,andy and suzy
5,21,235105,195eee21-2453-405b-893d-357e53c23b07,1826-2191,2190,6,m,en ro so tr,fence_second,fault_second,cause_first,boy,lexical,suzy
5,21,235105,195eee21-2453-405b-893d-357e53c23b07,1826-2191,2190,6,m,en ro so tr,fence_second,fault_second,cause_first,boy,fault,andy
5,22,235897,688a8d78-9482-4203-b66d-627e83230fde,1826-2191,2100,5.7534,f,en es,fence_second,fault_second,cause_second,girl,lexical,bobby
5,22,235897,688a8d78-9482-4203-b66d-627e83230fde,1826-2191,2100,5.7534,f,en es,fence_second,fault_second,cause_second,girl,cause,sophia
5,22,235897,688a8d78-9482-4203-b66d-627e83230fde,1826-2191,2100,5.7534,f,en es,fence_second,fault_second,cause_second,girl,fault,sophia
5,22,235897,688a8d78-9482-4203-b66d-627e83230fde,1826-2191,2100,5.7534,f,en es,fence_second,fault_second,cause_second,boy,lexical,suzy
5,22,235897,688a8d78-9482-4203-b66d-627e83230fde,1826-2191,2100,5.7534,f,en es,fence_second,fault_second,cause_second,boy,cause,suzy
5,22,235897,688a8d78-9482-4203-b66d-627e83230fde,1826-2191,2100,5.7534,f,en es,fence_second,fault_second,cause_second,boy,fault,andy
5,23,235680,7dcb4e91-0eab-487d-8549-8377a3cb0e75,1826-2191,2130,5.8356,m,en,fence_first,fault_second,cause_first,girl,cause,suzy
5,23,235680,7dcb4e91-0eab-487d-8549-8377a3cb0e75,1826-2191,2130,5.8356,m,en,fence_first,fault_second,cause_first,girl,lexical,andy
5,23,235680,7dcb4e91-0eab-487d-8549-8377a3cb0e75,1826-2191,2130,5.8356,m,en,fence_first,fault_second,cause_first,girl,fault,suzy
5,23,235680,7dcb4e91-0eab-487d-8549-8377a3cb0e75,1826-2191,2130,5.8356,m,en,fence_first,fault_second,cause_first,boy,cause,bobby
5,23,235680,7dcb4e91-0eab-487d-8549-8377a3cb0e75,1826-2191,2130,5.8356,m,en,fence_first,fault_second,cause_first,boy,lexical,sophia
5,23,235680,7dcb4e91-0eab-487d-8549-8377a3cb0e75,1826-2191,2130,5.8356,m,en,fence_first,fault_second,cause_first,boy,fault,bobby
5,24,235867,86e5266d-d3a2-4ffe-bda4-67377a09863b,1826-2191,2130,5.8356,f,en,fence_second,fault_second,cause_second,girl,lexical,bobby
5,24,235867,86e5266d-d3a2-4ffe-bda4-67377a09863b,1826-2191,2130,5.8356,f,en,fence_second,fault_second,cause_second,girl,cause,sophia
5,24,235867,86e5266d-d3a2-4ffe-bda4-67377a09863b,1826-2191,2130,5.8356,f,en,fence_second,fault_second,cause_second,girl,fault,sophia's
5,24,235867,86e5266d-d3a2-4ffe-bda4-67377a09863b,1826-2191,2130,5.8356,f,en,fence_second,fault_second,cause_second,boy,lexical,suzy
5,24,235867,86e5266d-d3a2-4ffe-bda4-67377a09863b,1826-2191,2130,5.8356,f,en,fence_second,fault_second,cause_second,boy,cause,andy
5,24,235867,86e5266d-d3a2-4ffe-bda4-67377a09863b,1826-2191,2130,5.8356,f,en,fence_second,fault_second,cause_second,boy,fault,andy
5,25,235895,373bb8bc-e3e4-4080-b804-a60f6fd3eeaa,1826-2191,2130,5.8356,f,en,fence_first,fault_second,cause_first,boy,cause,andy
5,25,235895,373bb8bc-e3e4-4080-b804-a60f6fd3eeaa,1826-2191,2130,5.8356,f,en,fence_first,fault_second,cause_first,boy,lexical,suzy
5,25,235895,373bb8bc-e3e4-4080-b804-a60f6fd3eeaa,1826-2191,2130,5.8356,f,en,fence_first,fault_second,cause_first,boy,fault,andy
5,25,235895,373bb8bc-e3e4-4080-b804-a60f6fd3eeaa,1826-2191,2130,5.8356,f,en,fence_first,fault_second,cause_first,girl,cause,sophia
5,25,235895,373bb8bc-e3e4-4080-b804-a60f6fd3eeaa,1826-2191,2130,5.8356,f,en,fence_first,fault_second,cause_first,girl,lexical,bobby
5,25,235895,373bb8bc-e3e4-4080-b804-a60f6fd3eeaa,1826-2191,2130,5.8356,f,en,fence_first,fault_second,cause_first,girl,fault,sophia
5,26,236041,b525daca-2bb1-4c79-8e68-b867b307a05a,1826-2191,1950,5.3425,f,en,fence_second,fault_second,cause_second,girl,lexical,bobby
5,26,236041,b525daca-2bb1-4c79-8e68-b867b307a05a,1826-2191,1950,5.3425,f,en,fence_second,fault_second,cause_second,girl,cause,sophia
5,26,236041,b525daca-2bb1-4c79-8e68-b867b307a05a,1826-2191,1950,5.3425,f,en,fence_second,fault_second,cause_second,girl,fault,sophia's
5,26,236041,b525daca-2bb1-4c79-8e68-b867b307a05a,1826-2191,1950,5.3425,f,en,fence_second,fault_second,cause_second,boy,lexical,suzy
5,26,236041,b525daca-2bb1-4c79-8e68-b867b307a05a,1826-2191,1950,5.3425,f,en,fence_second,fault_second,cause_second,boy,cause,suzy
5,26,236041,b525daca-2bb1-4c79-8e68-b867b307a05a,1826-2191,1950,5.3425,f,en,fence_second,fault_second,cause_second,boy,fault,the boy
5,27,236202,6acd6871-1dab-4601-8612-5b3cbb68457b,1826-2191,1950,5.3425,f,en,fence_first,fault_second,cause_second,girl,lexical,andy
5,27,236202,6acd6871-1dab-4601-8612-5b3cbb68457b,1826-2191,1950,5.3425,f,en,fence_first,fault_second,cause_second,girl,cause,suzy
5,27,236202,6acd6871-1dab-4601-8612-5b3cbb68457b,1826-2191,1950,5.3425,f,en,fence_first,fault_second,cause_second,girl,fault,suzy
5,27,236202,6acd6871-1dab-4601-8612-5b3cbb68457b,1826-2191,1950,5.3425,f,en,fence_first,fault_second,cause_second,boy,lexical,sophia
5,27,236202,6acd6871-1dab-4601-8612-5b3cbb68457b,1826-2191,1950,5.3425,f,en,fence_first,fault_second,cause_second,boy,cause,bobby
5,27,236202,6acd6871-1dab-4601-8612-5b3cbb68457b,1826-2191,1950,5.3425,f,en,fence_first,fault_second,cause_second,boy,fault,sophia
5,28,236031,7f0f7c94-f59c-4352-bd50-2a2d60d305b6,1826-2191,1980,5.4247,m,en,fence_first,fault_second,cause_second,boy,lexical,suzy
5,28,236031,7f0f7c94-f59c-4352-bd50-2a2d60d305b6,1826-2191,1980,5.4247,m,en,fence_first,fault_second,cause_second,boy,cause,andy
5,28,236031,7f0f7c94-f59c-4352-bd50-2a2d60d305b6,1826-2191,1980,5.4247,m,en,fence_first,fault_second,cause_second,boy,fault,andy
5,28,236031,7f0f7c94-f59c-4352-bd50-2a2d60d305b6,1826-2191,1980,5.4247,m,en,fence_first,fault_second,cause_second,girl,lexical,bobby
5,28,236031,7f0f7c94-f59c-4352-bd50-2a2d60d305b6,1826-2191,1980,5.4247,m,en,fence_first,fault_second,cause_second,girl,cause,sophia
5,28,236031,7f0f7c94-f59c-4352-bd50-2a2d60d305b6,1826-2191,1980,5.4247,m,en,fence_first,fault_second,cause_second,girl,fault,sophia
5,29,236393,41de2fa8-0faf-49bb-92a0-01392959ce74,1826-2191,1920,5.2603,f,en,fence_second,fault_second,cause_first,girl,cause,sophia
5,29,236393,41de2fa8-0faf-49bb-92a0-01392959ce74,1826-2191,1920,5.2603,f,en,fence_second,fault_second,cause_first,girl,lexical,bobby
5,29,236393,41de2fa8-0faf-49bb-92a0-01392959ce74,1826-2191,1920,5.2603,f,en,fence_second,fault_second,cause_first,girl,fault,sophia's
5,29,236393,41de2fa8-0faf-49bb-92a0-01392959ce74,1826-2191,1920,5.2603,f,en,fence_second,fault_second,cause_first,boy,cause,the boy on the bike
5,29,236393,41de2fa8-0faf-49bb-92a0-01392959ce74,1826-2191,1920,5.2603,f,en,fence_second,fault_second,cause_first,boy,lexical,suzy
5,29,236393,41de2fa8-0faf-49bb-92a0-01392959ce74,1826-2191,1920,5.2603,f,en,fence_second,fault_second,cause_first,boy,fault,the boy on the bike
5,30,236437,a477b37f-9200-4ffd-b48a-6d23a19f4b2c,1826-2191,2070,5.6712,m,en es,fence_first,fault_second,cause_first,girl,cause,andy
5,30,236437,a477b37f-9200-4ffd-b48a-6d23a19f4b2c,1826-2191,2070,5.6712,m,en es,fence_first,fault_second,cause_first,girl,lexical,andy
5,30,236437,a477b37f-9200-4ffd-b48a-6d23a19f4b2c,1826-2191,2070,5.6712,m,en es,fence_first,fault_second,cause_first,girl,fault,suzy
5,30,236437,a477b37f-9200-4ffd-b48a-6d23a19f4b2c,1826-2191,2070,5.6712,m,en es,fence_first,fault_second,cause_first,boy,cause,sophia
5,30,236437,a477b37f-9200-4ffd-b48a-6d23a19f4b2c,1826-2191,2070,5.6712,m,en es,fence_first,fault_second,cause_first,boy,lexical,sophia
5,30,236437,a477b37f-9200-4ffd-b48a-6d23a19f4b2c,1826-2191,2070,5.6712,m,en es,fence_first,fault_second,cause_first,boy,fault,bobby
5,31,238298,128db195-f56f-4887-bdb0-f715f4aed751,2191-2556,2190,5.9959,f,en,fence_first,fault_second,cause_second,girl,lexical,andy
5,31,238298,128db195-f56f-4887-bdb0-f715f4aed751,2191-2556,2190,5.9959,f,en,fence_first,fault_second,cause_second,girl,cause,suzy
5,31,238298,128db195-f56f-4887-bdb0-f715f4aed751,2191-2556,2190,5.9959,f,en,fence_first,fault_second,cause_second,girl,fault,suzy
5,31,238298,128db195-f56f-4887-bdb0-f715f4aed751,2191-2556,2190,5.9959,f,en,fence_first,fault_second,cause_second,boy,lexical,sophia
5,31,238298,128db195-f56f-4887-bdb0-f715f4aed751,2191-2556,2190,5.9959,f,en,fence_first,fault_second,cause_second,boy,cause,bobby
5,31,238298,128db195-f56f-4887-bdb0-f715f4aed751,2191-2556,2190,5.9959,f,en,fence_first,fault_second,cause_second,boy,fault,bobby
6,1,231910,d2fea18c-9baa-4137-b8e2-ea23cea5e643,2191-2556,2220,6.0822,f,en es,fence_second,fault_second,cause_second,boy,lexical,Sophia
6,1,231910,d2fea18c-9baa-4137-b8e2-ea23cea5e643,2191-2556,2220,6.0822,f,en es,fence_second,fault_second,cause_second,boy,cause,Bobby
6,1,231910,d2fea18c-9baa-4137-b8e2-ea23cea5e643,2191-2556,2220,6.0822,f,en es,fence_second,fault_second,cause_second,boy,fault,Bobby
6,1,231910,d2fea18c-9baa-4137-b8e2-ea23cea5e643,2191-2556,2220,6.0822,f,en es,fence_second,fault_second,cause_second,girl,lexical,andy
6,1,231910,d2fea18c-9baa-4137-b8e2-ea23cea5e643,2191-2556,2220,6.0822,f,en es,fence_second,fault_second,cause_second,girl,cause,suzy
6,1,231910,d2fea18c-9baa-4137-b8e2-ea23cea5e643,2191-2556,2220,6.0822,f,en es,fence_second,fault_second,cause_second,girl,fault,suzy
6,2,232184,de70d891-c4db-4869-911b-ecdf3b80efc8,2191-2556,2370,6.4932,m,en,fence_second,fault_second,cause_first,boy,cause,bobby
6,2,232184,de70d891-c4db-4869-911b-ecdf3b80efc8,2191-2556,2370,6.4932,m,en,fence_second,fault_second,cause_first,boy,lexical,sophia
6,2,232184,de70d891-c4db-4869-911b-ecdf3b80efc8,2191-2556,2370,6.4932,m,en,fence_second,fault_second,cause_first,boy,fault,bobby
6,2,232184,de70d891-c4db-4869-911b-ecdf3b80efc8,2191-2556,2370,6.4932,m,en,fence_second,fault_second,cause_first,girl,cause,suzy
6,2,232184,de70d891-c4db-4869-911b-ecdf3b80efc8,2191-2556,2370,6.4932,m,en,fence_second,fault_second,cause_first,girl,lexical,andy
6,2,232184,de70d891-c4db-4869-911b-ecdf3b80efc8,2191-2556,2370,6.4932,m,en,fence_second,fault_second,cause_first,girl,fault,suzy
6,3,232300,24a9f0e9-622b-48b9-bdf5-e5be67488c27,2191-2556,2370,6.4932,f,en cmn,fence_first,fault_second,cause_first,girl,cause,suzy
6,3,232300,24a9f0e9-622b-48b9-bdf5-e5be67488c27,2191-2556,2370,6.4932,f,en cmn,fence_first,fault_second,cause_first,girl,lexical,andy
6,3,232300,24a9f0e9-622b-48b9-bdf5-e5be67488c27,2191-2556,2370,6.4932,f,en cmn,fence_first,fault_second,cause_first,girl,fault,suzy
6,3,232300,24a9f0e9-622b-48b9-bdf5-e5be67488c27,2191-2556,2370,6.4932,f,en cmn,fence_first,fault_second,cause_first,boy,cause,sophia
6,3,232300,24a9f0e9-622b-48b9-bdf5-e5be67488c27,2191-2556,2370,6.4932,f,en cmn,fence_first,fault_second,cause_first,boy,lexical,sophia
6,3,232300,24a9f0e9-622b-48b9-bdf5-e5be67488c27,2191-2556,2370,6.4932,f,en cmn,fence_first,fault_second,cause_first,boy,fault,bobby
6,4,232409,76542b2d-ab7b-45fc-9867-3c08c873a48b,2191-2556,2400,6.5753,f,en ja,fence_first,fault_second,cause_second,boy,lexical,andy
6,4,232409,76542b2d-ab7b-45fc-9867-3c08c873a48b,2191-2556,2400,6.5753,f,en ja,fence_first,fault_second,cause_second,boy,cause,andy
6,4,232409,76542b2d-ab7b-45fc-9867-3c08c873a48b,2191-2556,2400,6.5753,f,en ja,fence_first,fault_second,cause_second,boy,fault,andy
6,4,232409,76542b2d-ab7b-45fc-9867-3c08c873a48b,2191-2556,2400,6.5753,f,en ja,fence_first,fault_second,cause_second,girl,lexical,bobby
6,4,232409,76542b2d-ab7b-45fc-9867-3c08c873a48b,2191-2556,2400,6.5753,f,en ja,fence_first,fault_second,cause_second,girl,cause,sophia
6,4,232409,76542b2d-ab7b-45fc-9867-3c08c873a48b,2191-2556,2400,6.5753,f,en ja,fence_first,fault_second,cause_second,girl,fault,sophia
6,5,232534,bd74abeb-a93f-44b9-9876-8d5384030047,2191-2556,2490,6.8219,m,en de,fence_second,fault_second,cause_second,girl,lexical,the boy
6,5,232534,bd74abeb-a93f-44b9-9876-8d5384030047,2191-2556,2490,6.8219,m,en de,fence_second,fault_second,cause_second,girl,cause,the girl
6,5,232534,bd74abeb-a93f-44b9-9876-8d5384030047,2191-2556,2490,6.8219,m,en de,fence_second,fault_second,cause_second,girl,fault,the girl
6,5,232534,bd74abeb-a93f-44b9-9876-8d5384030047,2191-2556,2490,6.8219,m,en de,fence_second,fault_second,cause_second,boy,lexical,the girl
6,5,232534,bd74abeb-a93f-44b9-9876-8d5384030047,2191-2556,2490,6.8219,m,en de,fence_second,fault_second,cause_second,boy,cause,the girl
6,5,232534,bd74abeb-a93f-44b9-9876-8d5384030047,2191-2556,2490,6.8219,m,en de,fence_second,fault_second,cause_second,boy,fault,the boy
6,6,233489,af1aea8e-18a2-40b0-bcbd-e2d118885d50,2191-2556,2280,6.2466,m,en,fence_second,fault_second,cause_first,boy,cause,the boy
6,6,233489,af1aea8e-18a2-40b0-bcbd-e2d118885d50,2191-2556,2280,6.2466,m,en,fence_second,fault_second,cause_first,boy,lexical,the girl
6,6,233489,af1aea8e-18a2-40b0-bcbd-e2d118885d50,2191-2556,2280,6.2466,m,en,fence_second,fault_second,cause_first,boy,fault,the boy's
6,6,233489,af1aea8e-18a2-40b0-bcbd-e2d118885d50,2191-2556,2280,6.2466,m,en,fence_second,fault_second,cause_first,girl,cause,the girl
6,6,233489,af1aea8e-18a2-40b0-bcbd-e2d118885d50,2191-2556,2280,6.2466,m,en,fence_second,fault_second,cause_first,girl,lexical,the boy
6,6,233489,af1aea8e-18a2-40b0-bcbd-e2d118885d50,2191-2556,2280,6.2466,m,en,fence_second,fault_second,cause_first,girl,fault,the girl
6,7,233331,776096cf-dcb9-4113-bc8a-4a29516a7262,2191-2556,2310,6.3288,f,en,fence_first,fault_second,cause_first,boy,cause,suzy
6,7,233331,776096cf-dcb9-4113-bc8a-4a29516a7262,2191-2556,2310,6.3288,f,en,fence_first,fault_second,cause_first,boy,lexical,suzy
6,7,233331,776096cf-dcb9-4113-bc8a-4a29516a7262,2191-2556,2310,6.3288,f,en,fence_first,fault_second,cause_first,boy,fault,andy
6,7,233331,776096cf-dcb9-4113-bc8a-4a29516a7262,2191-2556,2310,6.3288,f,en,fence_first,fault_second,cause_first,girl,cause,bobby
6,7,233331,776096cf-dcb9-4113-bc8a-4a29516a7262,2191-2556,2310,6.3288,f,en,fence_first,fault_second,cause_first,girl,lexical,bobby
6,7,233331,776096cf-dcb9-4113-bc8a-4a29516a7262,2191-2556,2310,6.3288,f,en,fence_first,fault_second,cause_first,girl,fault,sophia
6,8,233437,6c6eda06-d4ae-49ff-9788-a3ea331780c0,2191-2556,2340,6.411,f,en,fence_second,fault_second,cause_second,girl,lexical,bobby
6,8,233437,6c6eda06-d4ae-49ff-9788-a3ea331780c0,2191-2556,2340,6.411,f,en,fence_second,fault_second,cause_second,girl,cause,bobby
6,8,233437,6c6eda06-d4ae-49ff-9788-a3ea331780c0,2191-2556,2340,6.411,f,en,fence_second,fault_second,cause_second,girl,fault,bobby
6,8,233437,6c6eda06-d4ae-49ff-9788-a3ea331780c0,2191-2556,2340,6.411,f,en,fence_second,fault_second,cause_second,boy,lexical,suzy
6,8,233437,6c6eda06-d4ae-49ff-9788-a3ea331780c0,2191-2556,2340,6.411,f,en,fence_second,fault_second,cause_second,boy,cause,andy
6,8,233437,6c6eda06-d4ae-49ff-9788-a3ea331780c0,2191-2556,2340,6.411,f,en,fence_second,fault_second,cause_second,boy,fault,suzy
6,9,233981,15a4bff7-3b35-429c-854f-1fc89da3ca9d,2191-2556,2460,6.7397,f,en,fence_first,fault_second,cause_first,boy,cause,andy
6,9,233981,15a4bff7-3b35-429c-854f-1fc89da3ca9d,2191-2556,2460,6.7397,f,en,fence_first,fault_second,cause_first,boy,lexical,suzy
6,9,233981,15a4bff7-3b35-429c-854f-1fc89da3ca9d,2191-2556,2460,6.7397,f,en,fence_first,fault_second,cause_first,boy,fault,andy
6,9,233981,15a4bff7-3b35-429c-854f-1fc89da3ca9d,2191-2556,2460,6.7397,f,en,fence_first,fault_second,cause_first,girl,cause,sophia
6,9,233981,15a4bff7-3b35-429c-854f-1fc89da3ca9d,2191-2556,2460,6.7397,f,en,fence_first,fault_second,cause_first,girl,lexical,bobby
6,9,233981,15a4bff7-3b35-429c-854f-1fc89da3ca9d,2191-2556,2460,6.7397,f,en,fence_first,fault_second,cause_first,girl,fault,sophia
6,10,233719,df362b86-8d5e-4be7-895d-371bd74c9311,2191-2556,2220,6.0822,f,en,fence_first,fault_second,cause_first,girl,cause,"it was the girl, because she ran into andy"
6,10,233719,df362b86-8d5e-4be7-895d-371bd74c9311,2191-2556,2220,6.0822,f,en,fence_first,fault_second,cause_first,girl,lexical,he when he fell down
6,10,233719,df362b86-8d5e-4be7-895d-371bd74c9311,2191-2556,2220,6.0822,f,en,fence_first,fault_second,cause_first,girl,fault,it's the girl with the bike
6,10,233719,df362b86-8d5e-4be7-895d-371bd74c9311,2191-2556,2220,6.0822,f,en,fence_first,fault_second,cause_first,boy,cause,"it was the girl because he was to hide behind the chair and when he said boo, she fell into the mirror"
6,10,233719,df362b86-8d5e-4be7-895d-371bd74c9311,2191-2556,2220,6.0822,f,en,fence_first,fault_second,cause_first,boy,lexical,"it was the girl because he was to hide behind the chair and when he said boo, she fell into the mirror"
6,10,233719,df362b86-8d5e-4be7-895d-371bd74c9311,2191-2556,2220,6.0822,f,en,fence_first,fault_second,cause_first,boy,fault,"her, becuase the boy was trying to scare her"
6,11,234582,7b598d0f-78b6-4521-b4c6-94236feb0dcf,2191-2556,2280,6.2466,f,en so,fence_first,fault_second,cause_second,girl,lexical,andy
6,11,234582,7b598d0f-78b6-4521-b4c6-94236feb0dcf,2191-2556,2280,6.2466,f,en so,fence_first,fault_second,cause_second,girl,cause,suzy
6,11,234582,7b598d0f-78b6-4521-b4c6-94236feb0dcf,2191-2556,2280,6.2466,f,en so,fence_first,fault_second,cause_second,girl,fault,andy
6,11,234582,7b598d0f-78b6-4521-b4c6-94236feb0dcf,2191-2556,2280,6.2466,f,en so,fence_first,fault_second,cause_second,boy,lexical,sophia
6,11,234582,7b598d0f-78b6-4521-b4c6-94236feb0dcf,2191-2556,2280,6.2466,f,en so,fence_first,fault_second,cause_second,boy,cause,bobby
6,11,234582,7b598d0f-78b6-4521-b4c6-94236feb0dcf,2191-2556,2280,6.2466,f,en so,fence_first,fault_second,cause_second,boy,fault,bobby
6,12,234476,3fe4beed-65ed-4b4c-b676-08c49acb49e0,2191-2556,2310,6.3288,m,en,fence_second,fault_second,cause_second,girl,lexical,bobby
6,12,234476,3fe4beed-65ed-4b4c-b676-08c49acb49e0,2191-2556,2310,6.3288,m,en,fence_second,fault_second,cause_second,girl,cause,sophia
6,12,234476,3fe4beed-65ed-4b4c-b676-08c49acb49e0,2191-2556,2310,6.3288,m,en,fence_second,fault_second,cause_second,girl,fault,sophia
6,12,234476,3fe4beed-65ed-4b4c-b676-08c49acb49e0,2191-2556,2310,6.3288,m,en,fence_second,fault_second,cause_second,boy,lexical,suzy
6,12,234476,3fe4beed-65ed-4b4c-b676-08c49acb49e0,2191-2556,2310,6.3288,m,en,fence_second,fault_second,cause_second,boy,cause,"i don't know, maybe the boy"
6,12,234476,3fe4beed-65ed-4b4c-b676-08c49acb49e0,2191-2556,2310,6.3288,m,en,fence_second,fault_second,cause_second,boy,fault,the boy
6,13,234523,56502fd5-1ea0-4e07-b713-b1323d6a75a6,2191-2556,2340,6.411,m,en so,fence_first,fault_second,cause_second,girl,lexical,andy
6,13,234523,56502fd5-1ea0-4e07-b713-b1323d6a75a6,2191-2556,2340,6.411,m,en so,fence_first,fault_second,cause_second,girl,cause,suzy
6,13,234523,56502fd5-1ea0-4e07-b713-b1323d6a75a6,2191-2556,2340,6.411,m,en so,fence_first,fault_second,cause_second,girl,fault,suzy
6,13,234523,56502fd5-1ea0-4e07-b713-b1323d6a75a6,2191-2556,2340,6.411,m,en so,fence_first,fault_second,cause_second,boy,lexical,sophia
6,13,234523,56502fd5-1ea0-4e07-b713-b1323d6a75a6,2191-2556,2340,6.411,m,en so,fence_first,fault_second,cause_second,boy,cause,bobby
6,13,234523,56502fd5-1ea0-4e07-b713-b1323d6a75a6,2191-2556,2340,6.411,m,en so,fence_first,fault_second,cause_second,boy,fault,bobby
6,14,234816,8b36b598-1a69-40d5-a392-f193a2dd0929,2191-2556,2490,6.8219,m,en,fence_second,fault_second,cause_first,boy,cause,sophia
6,14,234816,8b36b598-1a69-40d5-a392-f193a2dd0929,2191-2556,2490,6.8219,m,en,fence_second,fault_second,cause_first,boy,lexical,sophia
6,14,234816,8b36b598-1a69-40d5-a392-f193a2dd0929,2191-2556,2490,6.8219,m,en,fence_second,fault_second,cause_first,boy,fault,the boy on the left
6,14,234816,8b36b598-1a69-40d5-a392-f193a2dd0929,2191-2556,2490,6.8219,m,en,fence_second,fault_second,cause_first,girl,cause,the girl
